Livre,Book,Vol,Series,Series CH,Start Page,End page,Region,Type of Place,Place Raw,"Place Raw, Paris, France",Quartier,Lat,Long,Description,Types Involved,Characters (Full Name),Characters (CSV),Shop Name,Store Type,Historical Figures,Date,WikiURL,ImageURL,Discourse
Ferragus,F,XIII,La Comédie Humaine,Scènes de la vie parisienne,111,111,The Theaters,Theater,Cirque de Franconi,"""Cirque de Franconi, Paris, France""",Boulevard du Temple,48.86329,2.36651,Mme Gruget may go to Franconi if she wishes,,Ida Gruget,Ida Gruget,,,,,http://fr.wikipedia.org/wiki/Antonio_Franconi,http://upload.wikimedia.org/wikipedia/commons/a/a2/Cirque-Olympique%2C_par_A._Testard.jpg,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,53,53,The Theaters,Theater,Cirque de Franconi,"""Cirque de Franconi, Paris, France""",Boulevard du Temple,48.86329,2.36651,Elisabeth Saillard lives near Franconi,,Elisabeth Saillard,Elisabeth Saillard,,,,,http://fr.wikipedia.org/wiki/Antonio_Franconi,http://upload.wikimedia.org/wikipedia/commons/a/a2/Cirque-Olympique%2C_par_A._Testard.jpg,
La fausse maîtresse,FM,IV,La Comédie Humaine,Scènes de la vie privée,36,36,The Theaters,Theater,Cirque de Franconi,"""Cirque de Franconi, Paris, France""",Boulevard du Temple,48.86329,2.36651,Bouthor family has a circus like Franconi's,,les Bouthor,les Bouthor,,,,,http://fr.wikipedia.org/wiki/Antonio_Franconi,http://upload.wikimedia.org/wikipedia/commons/a/a2/Cirque-Olympique%2C_par_A._Testard.jpg,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,363,363,The Theaters,Theater,Cirque de Franconi,"""Cirque de Franconi, Paris, France""",Boulevard du Temple,48.86329,2.36651,Godefroid de Beaudenord had a groom who rode horse back like old Franconi himself,,Godefroid de Beaudenord::vieux Franconi,"""Godefroid de Beaudenord, vieux Franconi""",,,,,http://fr.wikipedia.org/wiki/Antonio_Franconi,http://upload.wikimedia.org/wikipedia/commons/a/a2/Cirque-Olympique%2C_par_A._Testard.jpg,
Traité de la vie élégante,TVE,XXXIX,La Comédie Humaine,études analytiques,184,184,The Theaters,Theater,Cirque de Franconi,"""Cirque de Franconi, Paris, France""",Boulevard du Temple,48.86329,2.36651,Franconi,,,,,,,,http://fr.wikipedia.org/wiki/Antonio_Franconi,http://upload.wikimedia.org/wikipedia/commons/a/a2/Cirque-Olympique%2C_par_A._Testard.jpg,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,212,212,The Theaters,Theater,LeتThé‰tre des Funambules,"""LeتThé‰tre des Funambules, Paris, France""",Boulevard du Temple,48.86329,2.36651,A joke about the Huile Macassar at the Funambules,,,,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Funambules,http://upload.wikimedia.org/wikipedia/commons/5/50/TheatreFunambulesAdolpheMartialPotemont.JPG,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,222,222,The Theaters,Theater,LeتThé‰tre des Funambules,"""LeتThé‰tre des Funambules, Paris, France""",Boulevard du Temple,48.86329,2.36651,Lousteau made the reviews of the Funambules,,Lousteau,Lousteau,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Funambules,http://upload.wikimedia.org/wikipedia/commons/5/50/TheatreFunambulesAdolpheMartialPotemont.JPG,
La peau de chagrin,PC,XXVII,La Comédie Humaine,études philosophiques,33,33,The Theaters,Theater,LeتThé‰tre des Funambules,"""LeتThé‰tre des Funambules, Paris, France""",Boulevard du Temple,48.86329,2.36651,The Funambules,,,,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Funambules,http://upload.wikimedia.org/wikipedia/commons/5/50/TheatreFunambulesAdolpheMartialPotemont.JPG,
La peau de chagrin,PC,XXVII,La Comédie Humaine,études philosophiques,147,147,The Theaters,Theater,LeتThé‰tre des Funambules,"""LeتThé‰tre des Funambules, Paris, France""",Boulevard du Temple,48.86329,2.36651,Raphaël takes Foedora to the Funambules,,Raphaël::Foedora,"""Raphaël, Foedora""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Funambules,http://upload.wikimedia.org/wikipedia/commons/5/50/TheatreFunambulesAdolpheMartialPotemont.JPG,
La peau de chagrin,PC,XXVII,La Comédie Humaine,études philosophiques,148,148,The Theaters,Theater,LeتThé‰tre des Funambules,"""LeتThé‰tre des Funambules, Paris, France""",Boulevard du Temple,48.86329,2.36651,Raphaël takes Foedora to the Funambules,,Raphaël::Foedora,"""Raphaël, Foedora""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Funambules,http://upload.wikimedia.org/wikipedia/commons/5/50/TheatreFunambulesAdolpheMartialPotemont.JPG,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,347,347,The Theaters,Theater,LeتThé‰tre des Funambules,"""LeتThé‰tre des Funambules, Paris, France""",Boulevard du Temple,48.86329,2.36651,Bixiou like a Pierrot of the Funambules,,Bixiou,Bixiou,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Funambules,http://upload.wikimedia.org/wikipedia/commons/5/50/TheatreFunambulesAdolpheMartialPotemont.JPG,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,413,413,The Theaters,Theater,LeتThé‰tre des Funambules,"""LeتThé‰tre des Funambules, Paris, France""",Boulevard du Temple,48.86329,2.36651,Hulot with an actress from the Funambules,,Hulot::actress,Hulot,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Funambules,http://upload.wikimedia.org/wikipedia/commons/5/50/TheatreFunambulesAdolpheMartialPotemont.JPG,
Théorie de la demarche,TD,XXXIX,La Comédie Humaine,études analytiques,45,45,The Theaters,Theater,LeتThé‰tre des Funambules,"""LeتThé‰tre des Funambules, Paris, France""",Boulevard du Temple,48.86329,2.36651,The dancers of the Funambules,,,,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_des_Funambules,http://upload.wikimedia.org/wikipedia/commons/5/50/TheatreFunambulesAdolpheMartialPotemont.JPG,
La femme de trente ans,FTA,VI,La Comédie Humaine,Scènes de la vie privée,138,138,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"La Vallée du Torrent at the Ga""té (Porte Saint-Martin?)",,,,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
La Rabouilleuse,R,IX,La Comédie Humaine,Scènes de la vie de province,296,296,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Giroudeau and Philippe at the Ga""té",,Giroudeau::Philippe,"""Giroudeau, Philippe""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
La femme de trente ans,FTA,VI,La Comédie Humaine,Scènes de la vie privée,135,135,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"General d'Aiglemont takes his children to the Ga""té",,Général dصAiglemont::dصAiglemont family,,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
La femme de trente ans,FTA,VI,La Comédie Humaine,Scènes de la vie privée,138,138,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"General d'Aiglemont takes his children to the Ga""té",,Général dصAiglemont::dصAiglemont family,,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,409,409,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Vautrin and Mrne Vauquer go to the Ga""té to see Le Mont Sauvage",,Vautrin::Mrne Vauquer,"""Vautrin, Mrne Vauquer""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,417,417,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Vautrin and Mrne Vauquer go to the Ga""té to see Le Mont Sauvage",,Vautrin::Mrne Vauquer,"""Vautrin, Mrne Vauquer""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,428,428,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Vautrin and Mrne Vauquer go to the Ga""té to see Le Mont Sauvage",,Vautrin::Mrne Vauquer,"""Vautrin, Mrne Vauquer""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,128,128,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Finot takes his play to the Ga""té",,Finot,Finot,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,54,54,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Lousteau reviews the plays at the Ga""té",,Lousteau,Lousteau,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,131,131,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Lousteau (with Ducange) has a play at the Ga""té",,Lousteau::Ducange,"""Lousteau, Ducange""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,143,143,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"The Panorama-Dramatique competes with the Ga""té",,,,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,143,143,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Florine has been supernumerary at the Ga""té",,Florine,Florine,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,144,144,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Melodrama Bertram of Bouchardy at the Ga""té",,,,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,426,426,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,Florentine is dancer at the Gaiete_,,Florentine,Florentine,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,451,451,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,Florentine is dancer at the Gaiete_,,Florentine,Florentine,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,452,452,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,Florentine is dancer at the Gaiete_,,Florentine,Florentine,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,461,461,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,Florentine is dancer at the Gaiete_,,Florentine,Florentine,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,473,473,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,Florentine is dancer at the Gaiete_,,Florentine,Florentine,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,428,428,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Cardot takes Oscar to the Ga""té",,Cardot,Cardot,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Ferragus,F,XIII,La Comédie Humaine,Scènes de la vie parisienne,109,109,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Ida Gruget goes to the Ga""té when she wishes",,Ida Gruget,Ida Gruget,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Les employés,E,XIX,La Comédie Humaine,Scènes de la vie parisienne,53,53,The Theaters,Theater,"Thé‰tre de Ia Ga""té","""Thé‰tre de Ia Ga""té, Paris, France""",Boulevard du Temple,48.866528,2.353333,"Elisabeth Saillard lives near the Ga""té",,Elisabeth Saillard,Elisabeth Saillard,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9,http://upload.wikimedia.org/wikipedia/commons/b/b1/Th%C3%A9%C3%A2tre_de_la_Ga%C3%AEt%C3%A9_%28boulevard_du_Temple%29_1835%E2%80%931862_-_Pougin_1885_p115.jpg,
Eugénie Grandet,EG,VIII,La Comédie Humaine,Scènes de la vie de province,421,421,The Theaters,Theater,Thé‰tre de Nicolet,"""Thé‰tre de Nicolet, Paris, France""",Boulevard du Temple,48.86329,2.36651,"Florine one of the prettiest actresses of the Théâtre de Madame (Ga""té)",,Florine,Florine,,,,,,,
La Rabouilleuse,R,IX,La Comédie Humaine,Scènes de la vie de province,457,457,The Theaters,Theater,Thé‰tre de Nicolet,"""Thé‰tre de Nicolet, Paris, France""",Boulevard du Temple,48.86329,2.36651,Joseph says de plus fort en plus fortس as at Nicolet's,,Joseph::Nicolet,"""Joseph, Nicolet""",,,,,,,
L'Illustre Gaudissart,IG,X,La Comédie Humaine,Scènes de la vie de province,43,43,The Theaters,Theater,Thé‰tre de Nicolet,"""Thé‰tre de Nicolet, Paris, France""",Boulevard du Temple,48.86329,2.36651,Gaudissart says de plus fort en plus fortس as at Nicolet's,,Gaudissart::Nicolet,Gaudissart,,,,,,,
Le cousin Pons,Po,XVIII,La Comédie Humaine,Scènes de la vie parisienne,116,116,The Theaters,Theater,Thé‰tre de Nicolet,"""Thé‰tre de Nicolet, Paris, France""",Boulevard du Temple,48.86329,2.36651,Rémonencq's shop resembled the farces of Nicolet,,Rémonencq::Nicolet,Rémonencq,,,,,,,
Melmoth réconcilié,MR,XXVII,La Comédie Humaine,études philosophiques,340,340,The Theaters,Theater,Thé‰tre du Gymnase,"""Thé‰tre du Gymnase, Paris, France""",Bonne Nouvelle,48.870833,2.348889,Castanier has a loge at the Gymnase for Aquilina and himself,,Castanier::Aquilina,"""Castanier, Aquilina""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_du_Gymnase_Marie-Bell,http://upload.wikimedia.org/wikipedia/commons/e/e0/Adolph_Menzel_-_Th%C3%A9%C3%A2tre_du_Gymnase_in_Paris_-_Google_Art_Project.jpg,
Melmoth réconcilié,MR,XXVII,La Comédie Humaine,études philosophiques,342,342,The Theaters,Theater,Thé‰tre du Gymnase,"""Thé‰tre du Gymnase, Paris, France""",Bonne Nouvelle,48.870833,2.348889,Castanier has a loge at the Gymnase for Aquilina and himself,,Castanier::Aquilina,"""Castanier, Aquilina""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_du_Gymnase_Marie-Bell,http://upload.wikimedia.org/wikipedia/commons/e/e0/Adolph_Menzel_-_Th%C3%A9%C3%A2tre_du_Gymnase_in_Paris_-_Google_Art_Project.jpg,
Melmoth réconcilié,MR,XXVII,La Comédie Humaine,études philosophiques,345,345,The Theaters,Theater,Thé‰tre du Gymnase,"""Thé‰tre du Gymnase, Paris, France""",Bonne Nouvelle,48.870833,2.348889,Castanier has a loge at the Gymnase for Aquilina and himself,,Castanier::Aquilina,"""Castanier, Aquilina""",,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_du_Gymnase_Marie-Bell,http://upload.wikimedia.org/wikipedia/commons/e/e0/Adolph_Menzel_-_Th%C3%A9%C3%A2tre_du_Gymnase_in_Paris_-_Google_Art_Project.jpg,
Melmoth réconcilié,MR,XXVII,La Comédie Humaine,études philosophiques,344,344,The Theaters,Theater,Thé‰tre du Gymnase,"""Thé‰tre du Gymnase, Paris, France""",Bonne Nouvelle,48.870833,2.348889,Perlet in Le Comedjen d'Etampes at the Gymnase,,Perlet,Perlet,,,,,http://fr.wikipedia.org/wiki/Th%C3%A9%C3%A2tre_du_Gymnase_Marie-Bell,http://upload.wikimedia.org/wikipedia/commons/e/e0/Adolph_Menzel_-_Th%C3%A9%C3%A2tre_du_Gymnase_in_Paris_-_Google_Art_Project.jpg,
