Livre,Book,Vol,Series,Series CH,Start Page,End page,Region,Type of Place,Place Raw,"Place Raw, Paris, France",Quartier,Lat,Long,Description,Types Involved,Characters (Full Name),Characters (CSV),Shop Name,Store Type,Historical Figures,Date,WikiURL,ImageURL,Discourse
Splendeurs et misères des courtisanes,SMC,XVI,La Comédie Humaine,Scènes de la vie parisienne,58,58,The Richer Bourgeoisie,Residence,faubourg Saint-Honoré,"""faubourg Saint-Honoré, Paris, France""",,48.869931,2.318397,The marquise d'Espard lives in the rue du Faubourg Saint-Honoré,,marquise dصEspard,marquise dصEspard,,,,,,,
Splendeurs et misères des courtisanes,SMC,XVI,La Comédie Humaine,Scènes de la vie parisienne,144,144,The Richer Bourgeoisie,Residence,faubourg Saint-Honoré,"""faubourg Saint-Honoré, Paris, France""",,48.869931,2.318397,The marquise d'Espard lives in the rue du Faubourg Saint-Honoré,,,,,,,,,,
Splendeurs et misères des courtisanes,SMC,XVI,La Comédie Humaine,Scènes de la vie parisienne,107,107,The Richer Bourgeoisie,Residence,faubourg Saint-Honoré,"""faubourg Saint-Honoré, Paris, France""",,48.869931,2.318397,The marquise d'Espard lives in the rue du Faubourg Saint-Honoré,,,,,,,,,,
L'Interdiction,I,VII,La Comédie Humaine,Scènes de la vie privée,134,134,The Richer Bourgeoisie,Residence,faubourg Saint-Honoré,"""faubourg Saint-Honoré, Paris, France""",,48.869931,2.318397,The marquise d'Espard lives in the rue du Faubourg Saint-Honoré,,marquise dصEspard,marquise dصEspard,,,,,,,
Le député d'Arcis,DA,XXI,La Comédie Humaine,Scènes de la vie politique,385,385,The Richer Bourgeoisie,Residence,faubourg Saint-Honoré,"""faubourg Saint-Honoré, Paris, France""",,48.869931,2.318397,The marquise d'Espard lives in the rue du Faubourg Saint-Honoré,,marquise dصEspard,marquise dصEspard,,,,,,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,7,7,The Richer Bourgeoisie,Residence,faubourg Saint-Honoré,"""faubourg Saint-Honoré, Paris, France""",,48.869931,2.318397,Du Châtelet in the rue du Faubourg-Saint-Honoré,,Du Ch‰telet,Du Ch‰telet,,,,,,,
Illusions perdues,IP,XII,La Comédie Humaine,Scènes de la vie de province,7,7,The Richer Bourgeoisie,Street,faubourg Saint-Honoré,"""faubourg Saint-Honoré, Paris, France""",,48.869931,2.318397,Price of land in rue du Faubourg-Saint-Honoré in November 1849 is 50 francs a meter,,,,,,,1849,,,
La Bourse,Bou,I,La Comédie Humaine,Scènes de la vie privée,397,397,The Richer Bourgeoisie,Street,rue des Mathurins,"""rue des Mathurins, Paris, France""",,48.873198,2.325947,Nucingen's cashier lives at corner of the rue des Mathurins,,Nucingen,Nucingen,,,,,,,
Splendeurs et misères des courtisanes,SMC,XV,La Comédie Humaine,Scènes de la vie parisienne,196,196,The Richer Bourgeoisie,Street,rue des Mathurins,"""rue des Mathurins, Paris, France""",,48.873198,2.325947,Nucingen's cashier lives at corner of the rue des Mathurins,,Nucingen,Nucingen,,,,,,,
Splendeurs et misères des courtisanes,SMC,XV,La Comédie Humaine,Scènes de la vie parisienne,,,The Richer Bourgeoisie,Street,rue des Mathurins,"""rue des Mathurins, Paris, France""",,48.873198,2.325947,"""The princesse de Cadignan lives in the rue de Miromesnil, in a small h'tel""",,,,,,,,,,
Les secrets de la princesse de Cadignan,SPC,XVI,La Comédie Humaine,Scènes de la vie parisienne,305,305,The Richer Bourgeoisie,Street,rue de Miromesnil,"""rue de Miromesnil, Paris, France""",,48.876,2.3157,The rue de Mironiesnil is one of the limits of la Petite Pologne,,,,,,,,,,
Les secrets de la princesse de Cadignan,SPC,XVI,La Comédie Humaine,Scènes de la vie parisienne,306,306,The Richer Bourgeoisie,Street,rue de Miromesnil,"""rue de Miromesnil, Paris, France""",,48.876,2.3157,The rue de Mironiesnil is one of the limits of la Petite Pologne,,,,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,478,478,The Richer Bourgeoisie,Street,rue de Miromesnil,"""rue de Miromesnil, Paris, France""",,48.876,2.3157,The rue de Mironiesnil is one of the limits of la Petite Pologne,,,,,,,,,,
La fille aux yeux d'or,FYO,Xffl,La Comédie Humaine,Scènes de la vie parisienne,355,355,The Richer Bourgeoisie,Street,rue Neuve-des-Mathurins,"""rue Neuve-des-Mathurins, Paris, France""",Madeleine,48.873198,2.325947,"""du Tillet, banker, lives in one of the finest h'tels of the rue Neuve-des-Mathurins""",,,,,,,,http://fr.wikipedia.org/wiki/Rue_des_Mathurins,http://upload.wikimedia.org/wikipedia/commons/a/a0/P1040365_Paris_VIII_rue_des_Mathurins_th%C3%A9%C3%A2tre_Les_Mathurins_rwk.JPG,
Une fille d'Eve,FE,IV,La Comédie Humaine,Scènes de la vie privée,67,67,The Richer Bourgeoisie,Street,rue Neuve-des-Mathurins,"""rue Neuve-des-Mathurins, Paris, France""",Madeleine,48.873198,2.325947,"""du Tillet, banker, lives in one of the finest h'tels of the rue Neuve-des-Mathurins""",,,,,,,,http://fr.wikipedia.org/wiki/Rue_des_Mathurins,http://upload.wikimedia.org/wikipedia/commons/a/a0/P1040365_Paris_VIII_rue_des_Mathurins_th%C3%A9%C3%A2tre_Les_Mathurins_rwk.JPG,
Une fille d'Eve,FE,IV,La Comédie Humaine,Scènes de la vie privée,117,117,The Richer Bourgeoisie,Street,rue Neuve-des-Mathurins,"""rue Neuve-des-Mathurins, Paris, France""",Madeleine,48.873198,2.325947,"""A l'Ermite de Ia Chaussée-d'Antin, Caron, hatter, rue Caumartin, corner of the rue Neuve-des-Mathuruns""",,,,,,,,http://fr.wikipedia.org/wiki/Rue_des_Mathurins,http://upload.wikimedia.org/wikipedia/commons/a/a0/P1040365_Paris_VIII_rue_des_Mathurins_th%C3%A9%C3%A2tre_Les_Mathurins_rwk.JPG,
Les paysans,Pay,XXIII,La Comédie Humaine,Scènes de la vie de campagne,121,121,The Richer Bourgeoisie,Street,rue Neuve-des-Mathurins,"""rue Neuve-des-Mathurins, Paris, France""",Madeleine,48.873198,2.325947,General Monteonnet had a fine h'tel in the rue Neuve des-Mathurins,,,,,,,,http://fr.wikipedia.org/wiki/Rue_des_Mathurins,http://upload.wikimedia.org/wikipedia/commons/a/a0/P1040365_Paris_VIII_rue_des_Mathurins_th%C3%A9%C3%A2tre_Les_Mathurins_rwk.JPG,
Une fille d'Eve,FE,IV,La Comédie Humaine,Scènes de la vie privée,117,117,The Richer Bourgeoisie,Street,rue des Saussayes,"""rue des Saussayes, Paris, France""",,48.87125,2.3175,Crevel lived in the rue des Saussayes; he gives the furniture of this house to Célestine,,Crevel,Crevel,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,131,131,The Richer Bourgeoisie,Street,rue de Suresnes,"""rue de Suresnes, Paris, France""",,48.871006,2.32054,H. Schunner has his atelier in the rue de Suresnes,,H. Schunner,H. Schunner,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,426,426,The Richer Bourgeoisie,Street,rue de Suresnes,"""rue de Suresnes, Paris, France""",,48.871006,2.32054,H. Schunner has his atelier in the rue de Suresnes,,,,,,,,,,
La Bourse,Bou,I,La Comédie Humaine,Scènes de la vie privée,395,395,The Richer Bourgeoisie,Street,rue Ville-l'Evگque,"""rue Ville-l'Evêque, Paris, France""",,48.871343,2.320878,Mme Louis-Gaston lives with her children in the rue Vile-l'Evêque,,Mme Louis-Gaston,Mme Louis-Gaston,,,,,,,
Mémoires de deux jeunes mariées,MDJM,I,La Comédie Humaine,Scènes de la vie privée,378,378,The Richer Bourgeoisie,Street,rue Ville-l'Evگque,"""rue Ville-l'Evêque, Paris, France""",,48.871343,2.320878,Josépha lives in the rue Ville-1'Evêque in a house of the duc d'Hérouville,,Josépha,Josépha,,,,,,,
Mémoires de deux jeunes mariées,MDJM,I,La Comédie Humaine,Scènes de la vie privée,379,379,The Richer Bourgeoisie,Street,rue Ville-l'Evگque,"""rue Ville-l'Evêque, Paris, France""",,48.871343,2.320878,Josépha lives in the rue Ville-1'Evêque in a house of the duc d'Hérouville,,Josépha,,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,87,87,The Richer Bourgeoisie,Residence,rue Ville-l'Evگque,"""rue Ville-l'Evêque, Paris, France""",,48.871343,2.320878,"""Nathan has an apartment on third floor, passage du Sandrie""",,Nathan,Nathan,,,,,,,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,381,381,The Richer Bourgeoisie,Residence,rue Ville-l'Evگque,"""rue Ville-l'Evêque, Paris, France""",,48.871343,2.320878,"""Nathan has an apartment on third floor, passage du Sandrie""",,,,,,,,,,
Une fille d'Eve,FE,IV,La Comédie Humaine,Scènes de la vie privée,117,117,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,The clock of the Elysée-Bourbon,,,,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
Sarrasine,Sar,XVI,La Comédie Humaine,Scènes de la vie parisienne,391,391,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,The salons of the Elysée-Bourbon,,,,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
Le Lys dans la valée,LV,XXVI,La Comédie Humaine,Scènes de la vie de campagne,217,217,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,Montriveau at the Elysée,,Montriveau,Montriveau,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,295,295,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,Victurnien at the Elysée-Bourbon,,Victurnien,Victurnien,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
Le cabinet des antiques,CA,XI,La Comédie Humaine,,58,58,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,News about Mme de Langeais reaches the Elysée,,Mme de Langeais,Mmo de Langeais,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
La duchesse de Langeais,DL,XIII,La Comédie Humaine,Scènes de la vie parisienne,283,283,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,Béatrix went to balls at the Elysée-Bourbon during the Restoration,,Béatrix,Béatrix,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
Béatrix,Beat,V,La Comédie Humaine,Scènes de la vie de province,100,100,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,Béatrix went to balls at the Elysée-Bourbon during the Restoration,,Béatrix,Béatrix,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
L'Interdiction,I,VII,La Comédie Humaine,Scènes de la vie privée,107,107,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,Béatrix went to balls at the Elysée-Bourbon during the Restoration,,Béatrix,Béatrix,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
La peau de chagrin,PC,XXVII,La Comédie Humaine,études philosophiques,198,198,The Richer Bourgeoisie,Palace,Elysée-Bourbon,"""Elysée-Bourbon, Paris, France""",Madeleine,48.870144,2.316486,The gardens of the Elysée-Bourbon,,,,,,,,http://fr.wikipedia.org/wiki/Palais_de_l%27%C3%89lys%C3%A9e,http://upload.wikimedia.org/wikipedia/commons/a/a1/Salon_Pompadour_2.JPG,
Splendeurs et misères des courtisanes,SMC,XV,La Comédie Humaine,Scènes de la vie parisienne,143,143,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,César Birotteau did not expect to build houses about the Madeleine; he was only speculating on land,,Ceasr,Ceasr,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,183,183,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,The genteel lady may go as far as the زcape of the Madeleineس,,,,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,187,187,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,The genteel lady may go as far as the زcape of the Madeleineس,,,,,,,,,,
Autre étude de femme,AEF,VII,La Comédie Humaine,Scènes de la vie privée,387,387,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,The finishing of the Madeleine,,,,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Mémoires de deux jeunes mariées,MDJM,I,La Comédie Humaine,Scènes de la vie privée,359,359,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,"""The """"altarless Madeleineس""",,,,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
La Maison Nucingen,MN,XIV,La Comédie Humaine,Scènes de la vie parisienne,368,368,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,The rue de Suresne is almost in front of the Madeleine Wenceslas accompanies Stidmanu and Bixiou to the Madeleine,,Bixiou,Bixiou,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,268,268,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,Business center was fixing itself (about 1834-1840) between the Bourse and the Madeleine,,,,,,,1834,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,392,392,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,M Hulot wants to put Atala under the direction of thecurate of the Madeleine,,M. Hulot,M.Hulot,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,490,490,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,Houses for sale about the Madeleine,,,,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,79,79,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,Madeleine will be the heart of Paris in 10 years (1849),,,,,,,1849,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Les petits bourgeois,PB,XX,La Comédie Humaine,Scènes de la vie parisienne,146,146,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,The statues about the Madeleine,,,,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Splendeurs et misères des courtisanes,SMC,XV,La Comédie Humaine,Scènes de la vie parisienne,109,109,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,Lucien takes a cab at the Madeleine,,Lucien,Lucien,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Physiologie du mariage,PM,XXXII,La Comédie Humaine,études analytiques,136,136,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,Lucien takes a cab at the Madeleine,,Lucien,Lucien,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Les secrets de la princesse de Cadignan,SPC,XVI,La Comédie Humaine,Scènes de la vie parisienne,316,316,The Richer Bourgeoisie,Church,La Madeleine,"""La Madeleine, Paris, France""",Madeleine,48.870699,2.319789,Lucien takes a cab at the Madeleine,,Lucien,Lucien,,,,,http://fr.wikipedia.org/wiki/Quartier_de_la_Madeleine,http://upload.wikimedia.org/wikipedia/commons/d/d3/Hippolyte_Bayard_-_Madeleine_Paris_c.1845.jpg,
Un début dans la vie,DV,II,La Comédie Humaine,Scènes de la vie privée,433,433,The Richer Bourgeoisie,Quarter,faubourg du Roule,"""faubourg du Roule, Paris, France""",faubourg du Roule,48.87355,2.303738,"""In 1829, Bourlac lived in an apartment in the quarter of the faubourg du Roule""",,Bourlac,Bourlac,,,,1829,http://fr.wikipedia.org/wiki/Quartier_du_Faubourg-du-Roule,http://upload.wikimedia.org/wikipedia/commons/1/17/Roseraie_parc_monceau.jpg,
L'envers de l'histoire contemporaine,EHC,XX,La Comédie Humaine,Scènes de la vie parisienne,372,372,The Richer Bourgeoisie,Quarter,faubourg du Roule,"""faubourg du Roule, Paris, France""",faubourg du Roule,48.87355,2.303738,"""La Palférune lives on sixth floor, in a court, in upper faubourg du Roule""",,La Palférine,La Palférune,,,,,http://fr.wikipedia.org/wiki/Quartier_du_Faubourg-du-Roule,http://upload.wikimedia.org/wikipedia/commons/1/17/Roseraie_parc_monceau.jpg,
Un prince de la Bohême,PrB,XVIII,La Comédie Humaine,Scènes de la vie parisienne,364,364,The Richer Bourgeoisie,Quarter,faubourg du Roule,"""faubourg du Roule, Paris, France""",faubourg du Roule,48.87355,2.303738,Faubourg du Roule,,,,,,,,http://fr.wikipedia.org/wiki/Quartier_du_Faubourg-du-Roule,http://upload.wikimedia.org/wikipedia/commons/1/17/Roseraie_parc_monceau.jpg,
La cousine Bette,B,XVII,La Comédie Humaine,Scènes de la vie parisienne,479,479,The Richer Bourgeoisie,Quarter,faubourg du Roule,"""faubourg du Roule, Paris, France""",faubourg du Roule,48.87355,2.303738,Balzac recommends the faubourg du Roule to Laure for its cheapness,,Balzac,Balzac,,,,,http://fr.wikipedia.org/wiki/Quartier_du_Faubourg-du-Roule,http://upload.wikimedia.org/wikipedia/commons/1/17/Roseraie_parc_monceau.jpg,
Une ténébreuse affaire,Taf,XXI,La Comédie Humaine,Scènes de la vie politique,263,263,The Richer Bourgeoisie,Quarter,faubourg du Roule,"""faubourg du Roule, Paris, France""",faubourg du Roule,48.87355,2.303738,"""Price of land in the rue du faubourg-du-Roule in October, 1849 was 40 francs a meter""",,,,,,,1849,http://fr.wikipedia.org/wiki/Quartier_du_Faubourg-du-Roule,http://upload.wikimedia.org/wikipedia/commons/1/17/Roseraie_parc_monceau.jpg,
Histoire de la grandeur et la décadence de César Birotteau,GDCB,XIV,La Comédie Humaine,Scènes de la vie parisienne,105,105,The Richer Bourgeoisie,Residence,Grande-rue-Verte,"""Grande-rue-Verte , Paris, France""",,48.87276,2.315476,The Jeanrenauds have bought a house in the Grande-Rue-Verte (de Penthiêvre),,Jeanrenauds,Jeanrenauds,,,,,,,
L'Interdiction,I,VII,La Comédie Humaine,Scènes de la vie privée,135,135,The Financial Quarter,Building,faubourg Saint-Germain,"""faubourg Saint-Germain, Paris, France""",,48.858,2.32,The countess goes from the Chaussée d'Antin to the faubourg Saint-Germain,,,,,,,,,,
L'Interdiction,I,VII,La Comédie Humaine,Scènes de la vie privée,159,159,The Financial Quarter,Building,faubourg Saint-Germain,"""faubourg Saint-Germain, Paris, France""",,48.858,2.32,The countess goes from the Chaussée d'Antin to the faubourg Saint-Germain,,,,,,,,,,
La paix du ménage,PaMe,III,La Comédie Humaine,Scènes de la vie privée,350,350,The Financial Quarter,Building,faubourg Saint-Germain,"""faubourg Saint-Germain, Paris, France""",,48.858,2.32,The Chaussée d'Antin has h'tels where one breathes the air of the faubourg Saint-Germain,,,,,,,,,,
La duchesse de Langeais,DL,XIII,La Comédie Humaine,Scènes de la vie parisienne,177,177,The Financial Quarter,Street,rue Taitbout,"""rue Taitbout, Paris, France""",,48.874877,2.335233,Houses of the rue Taitbout described (1816) ; modernity,,,,,,,1816,,,
Une double famille,DF,III,La Comédie Humaine,Scènes de la vie privée,245,245,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,In the Chaussée d'Antin all is young and lively,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Une double famille,DF,III,La Comédie Humaine,Scènes de la vie privée,246,246,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,In the Chaussée d'Antin all is young and lively,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Une double famille,DF,III,La Comédie Humaine,Scènes de la vie privée,248,248,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,In the Chaussée d'Antin all is young and lively,,,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Une double famille,DF,III,La Comédie Humaine,Scènes de la vie privée,273,273,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Restaud lives in the quarter of the Chaussée d'Antin;this quarter compared to the faubourg Saint-Germain,,Restaud,Restaud,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,256,256,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Goriot and Rastignac are going to live in the Chaussée d'Antin,,Goriot::Rastignac,"""Goriot, Rastignac""",,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,288,288,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Goriot and Rastignac are going to live in the Chaussée d'Antin,,Goriot::Rastignac,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,349,349,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Goriot and Rastignac are going to live in the Chaussée d'Antin,,Goriot::Rastignac,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,364,364,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,Goriot and Rastignac are going to live in the Chaussée d'Antin,,Goriot::Rastignac,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
Le père Goriot,PG,VI,La Comédie Humaine,Scènes de la vie privée,446,446,The Financial Quarter,Quarter,Chaussée-d'Antin,"""Chaussée-d'Antin, Paris, France""",Chaussée-d'Antin,48.873889,2.332778,The Chaussée d'Antin gossips about the duchesse de Langeais,,Mme de Langeais,,,,,,http://fr.wikipedia.org/wiki/Rue_de_la_Chauss%C3%A9e-d'Antin,http://upload.wikimedia.org/wikipedia/commons/5/5e/Bal_des_gens_de_maison%2C_rue_du_Mont-Blanc%2C_par_Claude-Louis_Desrais.jpg?uselang=fr,
